customer_id,customer_name,email,city,state,age,gender,membership,last_purchase,total_spent
4995,Customer_4995,customer4995@mail.com,Mumbai,MH,21,Female,Platinum,2025-06-10,17516.54
4921,Customer_4921,customer4921@mail.com,Delhi,DL,41,Male,Platinum,2025-12-22,15543.05
4929,Customer_4929,customer4929@mail.com,Bengaluru,KA,58,Female,Platinum,2026-01-21,12577.4
4946,Customer_4946,customer4946@mail.com,Pune,MH,41,Male,Platinum,2025-05-29,12247.69
4984,Customer_4984,customer4984@mail.com,Mumbai,MH,41,Female,Platinum,2026-04-03,14121.91
4904,Customer_4904,customer4904@mail.com,Pune,MH,34,Female,Platinum,2025-05-10,15267.25
4923,Customer_4923,customer4923@mail.com,Mumbai,MH,54,Female,Platinum,2025-09-08,10908.77
4985,Customer_4985,customer4985@mail.com,Mumbai,MH,43,Female,Platinum,2025-04-05,19779.84
4967,Customer_4967,customer4967@mail.com,Bengaluru,KA,41,Male,Platinum,2025-09-05,12731.54
4953,Customer_4953,customer4953@mail.com,Bengaluru,KA,41,Male,Platinum,2025-05-20,12270.44
4998,Customer_4998,customer4998@mail.com,Bengaluru,KA,41,Male,Platinum,2025-08-14,18300.879999999997
4940,Customer_4940,customer4940@mail.com,Hyderabad,TS,57,Female,Platinum,2025-06-14,14999.73
4950,Customer_4950,customer4950@mail.com,Pune,MH,41,Male,Platinum,2025-02-08,19622.05
4966,Customer_4966,customer4966@mail.com,Hyderabad,TS,41,Female,Platinum,2025-10-11,17276.84
4938,Customer_4938,customer4938@mail.com,Bengaluru,KA,46,Female,Platinum,2025-10-24,18748.16
4973,Customer_4973,customer4973@mail.com,Bengaluru,KA,57,Female,Platinum,2025-05-11,19623.84
4980,Customer_4980,customer4980@mail.com,Bengaluru,KA,28,Male,Platinum,2025-09-18,16780.79
4930,Customer_4930,customer4930@mail.com,Chennai,TN,41,Female,Platinum,2026-03-17,17705.44
4997,Customer_4997,customer4997@mail.com,Pune,MH,41,Female,Platinum,2025-04-27,19135.7
4975,Customer_4975,customer4975@mail.com,Delhi,DL,41,Female,Platinum,2025-08-05,17877.18
4963,Customer_4963,customer4963@mail.com,Pune,MH,41,Male,Platinum,2025-08-26,17649.17
4965,Customer_4965,customer4965@mail.com,Chennai,TN,41,Female,Platinum,2025-02-20,14018.03
4932,Customer_4932,customer4932@mail.com,Chennai,TN,41,Female,Platinum,2026-05-09,15928.29
4909,Customer_4909,customer4909@mail.com,Delhi,DL,36,Male,Platinum,2025-09-15,16032.09
4912,Customer_4912,customer4912@mail.com,Delhi,DL,60,Male,Platinum,2025-04-10,15021.55
4931,Customer_4931,customer4931@mail.com,Chennai,TN,41,Male,Platinum,2025-07-24,17939.75
4964,Customer_4964,customer4964@mail.com,Bengaluru,KA,29,Male,Platinum,2026-03-13,16338.279999999999
4927,Customer_4927,customer4927@mail.com,Chennai,TN,48,Female,Platinum,2025-06-08,16380.55
4917,Customer_4917,customer4917@mail.com,Pune,MH,44,Male,Platinum,2025-04-01,11716.41
4992,Customer_4992,customer4992@mail.com,Mumbai,MH,59,Male,Platinum,2026-03-08,12575.5
4994,Customer_4994,customer4994@mail.com,Hyderabad,TS,53,Male,Platinum,2025-12-01,14754.89
4913,Customer_4913,customer4913@mail.com,Mumbai,MH,41,Female,Platinum,2026-03-01,16938.6
4919,Customer_4919,customer4919@mail.com,Chennai,TN,31,Female,Platinum,2025-02-15,13897.35
4989,Customer_4989,customer4989@mail.com,Mumbai,MH,25,Female,Platinum,2025-06-18,13972.5
4955,Customer_4955,customer4955@mail.com,Pune,MH,20,Female,Platinum,2025-09-06,18831.239999999998
4948,Customer_4948,customer4948@mail.com,Pune,MH,34,Male,Platinum,2025-11-22,19793.02
4952,Customer_4952,customer4952@mail.com,Bengaluru,KA,35,Female,Platinum,2025-06-15,10369.93
4968,Customer_4968,customer4968@mail.com,Delhi,DL,41,Female,Platinum,2025-01-04,19900.33
4928,Customer_4928,customer4928@mail.com,Delhi,DL,41,Female,Platinum,2025-11-07,16496.68
4947,Customer_4947,customer4947@mail.com,Bengaluru,KA,41,Female,Platinum,2025-09-12,14127.1
4943,Customer_4943,customer4943@mail.com,Chennai,TN,38,Female,Platinum,2025-03-10,15367.1
4901,Customer_4901,customer4901@mail.com,Chennai,TN,36,Female,Platinum,2025-01-11,18591.370000000003
4905,Customer_4905,customer4905@mail.com,Delhi,DL,41,Female,Platinum,2025-03-14,14942.619999999999
4942,Customer_4942,customer4942@mail.com,Pune,MH,62,Male,Platinum,2025-04-14,11582.64
4954,Customer_4954,customer4954@mail.com,Pune,MH,32,Male,Platinum,2026-03-24,15335.68
4958,Customer_4958,customer4958@mail.com,Pune,MH,41,Female,Platinum,2025-10-16,14613.720000000001
4976,Customer_4976,customer4976@mail.com,Hyderabad,TS,24,Male,Platinum,2025-05-02,14069.97
4991,Customer_4991,customer4991@mail.com,Pune,MH,55,Male,Platinum,2025-10-27,12262.21
4971,Customer_4971,customer4971@mail.com,Hyderabad,TS,41,Male,Platinum,2026-03-19,17781.16
4907,Customer_4907,customer4907@mail.com,Mumbai,MH,41,Female,Platinum,2026-01-09,12521.17
4956,Customer_4956,customer4956@mail.com,Bengaluru,KA,41,Female,Platinum,2025-01-24,10195.43
4974,Customer_4974,customer4974@mail.com,Hyderabad,TS,41,Female,Platinum,2025-05-18,18992.28
4972,Customer_4972,customer4972@mail.com,Pune,MH,41,Female,Platinum,2025-11-20,16781.31
4987,Customer_4987,customer4987@mail.com,Hyderabad,TS,41,Male,Platinum,2025-02-01,19005.14
4941,Customer_4941,customer4941@mail.com,Delhi,DL,45,Male,Platinum,2026-04-11,16130.720000000001
4935,Customer_4935,customer4935@mail.com,Pune,MH,41,Female,Platinum,2025-09-05,16494.71
4970,Customer_4970,customer4970@mail.com,Mumbai,MH,37,Male,Platinum,2025-09-15,16115.8
4925,Customer_4925,customer4925@mail.com,Mumbai,MH,40,Male,Platinum,2026-02-22,10915.45
4977,Customer_4977,customer4977@mail.com,Chennai,TN,41,Female,Platinum,2026-04-14,11667.94
4939,Customer_4939,customer4939@mail.com,Delhi,DL,49,Female,Platinum,2025-06-11,18446.35
4914,Customer_4914,customer4914@mail.com,Bengaluru,KA,64,Female,Platinum,2025-01-21,14604.0
4903,Customer_4903,customer4903@mail.com,Chennai,TN,24,Male,Platinum,2025-05-27,16093.09
4910,Customer_4910,customer4910@mail.com,Bengaluru,KA,21,Male,Platinum,2025-02-23,12015.98
4981,Customer_4981,customer4981@mail.com,Delhi,DL,41,Female,Platinum,2025-09-03,18278.629999999997
4908,Customer_4908,customer4908@mail.com,Mumbai,MH,44,Male,Platinum,2025-07-21,10294.5
4911,Customer_4911,unknown@mail.com,Pune,MH,41,Male,Platinum,2025-05-29,18895.260000000002
4990,Customer_4990,customer4990@mail.com,Mumbai,MH,41,Female,Platinum,2025-10-02,12106.380000000001
4937,Customer_4937,customer4937@mail.com,Bengaluru,KA,41,Female,Platinum,2026-02-14,19260.68
4951,Customer_4951,customer4951@mail.com,Hyderabad,TS,58,Female,Platinum,2025-08-20,18400.07
4933,Customer_4933,customer4933@mail.com,Mumbai,MH,62,Female,Platinum,2026-01-12,11840.74
4988,Customer_4988,customer4988@mail.com,Delhi,DL,41,Male,Platinum,2025-06-22,18869.809999999998
4922,Customer_4922,customer4922@mail.com,Pune,MH,41,Female,Platinum,2026-03-01,18589.379999999997
4993,Customer_4993,customer4993@mail.com,Chennai,TN,41,Male,Platinum,2025-12-18,15539.369999999999
4999,Customer_4999,customer4999@mail.com,Chennai,TN,52,Male,Platinum,2026-05-02,10980.21
4916,Customer_4916,customer4916@mail.com,Bengaluru,KA,41,Female,Platinum,2025-09-21,17892.47
4957,Customer_4957,customer4957@mail.com,Delhi,DL,50,Female,Platinum,2025-02-13,19803.84
4944,Customer_4944,customer4944@mail.com,Bengaluru,KA,54,Female,Platinum,2025-12-18,18002.41
4934,Customer_4934,customer4934@mail.com,Chennai,TN,41,Male,Platinum,2026-03-05,13995.27
4983,Customer_4983,customer4983@mail.com,Pune,MH,41,Female,Platinum,2025-02-02,12543.86
4902,Customer_4902,customer4902@mail.com,Delhi,DL,41,Male,Platinum,2026-01-02,19018.190000000002
4924,Customer_4924,customer4924@mail.com,Delhi,DL,41,Female,Platinum,2025-03-16,12977.69
4979,Customer_4979,customer4979@mail.com,Pune,MH,18,Male,Platinum,2025-06-26,14974.82
4969,Customer_4969,customer4969@mail.com,Hyderabad,TS,47,Female,Platinum,2025-01-01,10126.689999999999
4926,Customer_4926,customer4926@mail.com,Pune,MH,41,Male,Platinum,2025-03-05,13326.91
4962,Customer_4962,customer4962@mail.com,Bengaluru,KA,18,Female,Platinum,2025-04-09,11540.67
4978,Customer_4978,customer4978@mail.com,Bengaluru,KA,41,Female,Platinum,2025-06-03,16920.67
4918,Customer_4918,customer4918@mail.com,Chennai,TN,41,Male,Platinum,2025-01-27,10220.61
4996,Customer_4996,customer4996@mail.com,Hyderabad,TS,63,Female,Platinum,2025-05-23,15261.45
4982,Customer_4982,customer4982@mail.com,Mumbai,MH,41,Female,Platinum,2025-04-05,18414.71
4959,Customer_4959,customer4959@mail.com,Bengaluru,KA,41,Female,Platinum,2025-03-07,12764.54
4945,Customer_4945,customer4945@mail.com,Chennai,TN,62,Male,Platinum,2025-12-31,15719.96
4960,Customer_4960,customer4960@mail.com,Mumbai,MH,41,Female,Platinum,2025-01-07,15532.439999999999
4920,Customer_4920,customer4920@mail.com,Chennai,TN,41,Female,Platinum,2025-08-07,17840.6
5000,Customer_5000,customer5000@mail.com,Pune,MH,41,Male,Platinum,2025-03-31,16516.510000000002
4961,Customer_4961,customer4961@mail.com,Hyderabad,TS,41,Female,Platinum,2026-05-14,11122.65
4906,Customer_4906,customer4906@mail.com,Pune,MH,41,Male,Platinum,2025-02-04,15086.2
4986,Customer_4986,customer4986@mail.com,Hyderabad,TS,41,Male,Platinum,2025-07-09,18783.72
4915,Customer_4915,customer4915@mail.com,Delhi,DL,32,Male,Platinum,2025-08-20,19142.1
4936,Customer_4936,customer4936@mail.com,Mumbai,MH,41,Male,Platinum,2025-12-20,18590.95
4949,Customer_4949,customer4949@mail.com,Chennai,TN,23,Male,Platinum,2026-04-04,17151.23
5001,Customer_5001,customer5001@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5002,Customer_5002,customer5002@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5003,Customer_5003,customer5003@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5004,Customer_5004,customer5004@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5005,Customer_5005,customer5005@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5006,Customer_5006,customer5006@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5007,Customer_5007,customer5007@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5008,Customer_5008,customer5008@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5009,Customer_5009,customer5009@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5010,Customer_5010,customer5010@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5011,Customer_5011,customer5011@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5012,Customer_5012,customer5012@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5013,Customer_5013,customer5013@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5014,Customer_5014,customer5014@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5015,Customer_5015,customer5015@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5016,Customer_5016,customer5016@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5017,Customer_5017,customer5017@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5018,Customer_5018,customer5018@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5019,Customer_5019,customer5019@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5020,Customer_5020,customer5020@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5021,Customer_5021,customer5021@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5022,Customer_5022,customer5022@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5023,Customer_5023,customer5023@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5024,Customer_5024,customer5024@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5025,Customer_5025,customer5025@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5026,Customer_5026,customer5026@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5027,Customer_5027,customer5027@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5028,Customer_5028,customer5028@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5029,Customer_5029,customer5029@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5030,Customer_5030,customer5030@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5031,Customer_5031,customer5031@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5032,Customer_5032,customer5032@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5033,Customer_5033,customer5033@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5034,Customer_5034,customer5034@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5035,Customer_5035,customer5035@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5036,Customer_5036,customer5036@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5037,Customer_5037,customer5037@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5038,Customer_5038,customer5038@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5039,Customer_5039,customer5039@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5040,Customer_5040,customer5040@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5041,Customer_5041,customer5041@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5042,Customer_5042,customer5042@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5043,Customer_5043,customer5043@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5044,Customer_5044,customer5044@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5045,Customer_5045,customer5045@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5046,Customer_5046,customer5046@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5047,Customer_5047,customer5047@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5048,Customer_5048,customer5048@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5049,Customer_5049,customer5049@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5050,Customer_5050,customer5050@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5051,Customer_5051,customer5051@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5052,Customer_5052,customer5052@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5053,Customer_5053,customer5053@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5054,Customer_5054,customer5054@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5055,Customer_5055,customer5055@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5056,Customer_5056,customer5056@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5057,Customer_5057,customer5057@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5058,Customer_5058,customer5058@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5059,Customer_5059,customer5059@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5060,Customer_5060,customer5060@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5061,Customer_5061,customer5061@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5062,Customer_5062,customer5062@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5063,Customer_5063,customer5063@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5064,Customer_5064,customer5064@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5065,Customer_5065,customer5065@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5066,Customer_5066,customer5066@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5067,Customer_5067,customer5067@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5068,Customer_5068,customer5068@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5069,Customer_5069,customer5069@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5070,Customer_5070,customer5070@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5071,Customer_5071,customer5071@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5072,Customer_5072,customer5072@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5073,Customer_5073,customer5073@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5074,Customer_5074,customer5074@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5075,Customer_5075,customer5075@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5076,Customer_5076,customer5076@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5077,Customer_5077,customer5077@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5078,Customer_5078,customer5078@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5079,Customer_5079,customer5079@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5080,Customer_5080,customer5080@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5081,Customer_5081,customer5081@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5082,Customer_5082,customer5082@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5083,Customer_5083,customer5083@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5084,Customer_5084,customer5084@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
